term,aliases,category,definition,source_name,source_url
대각 스프레드(diagonal spread),[],파생/구조화상품,"대각 스프레드는 수직 스프레드와 수평 스프레드를 결합한 옵션 거래 기법입니다. 만기가 상대적으로 길고 행사가격이 낮은 옵션을 보유하면서, 만기가 짧고 행사가격이 높은 옵션을 발행하는 전략을 의미합니다. 주로 기초자산의 가격이 상승할 가능성이 높다고 판단되는 시장 상황에서 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대고객환율(exchange quotation),[],채권/금리/환율,"대고객환율은 외국환은행이 고객과 거래할 때 적용하는 환율입니다. 은행끼리 거래할 때 형성되는 '은행간환율'이 도매가격이라면, 대고객환율은 일반 고객에게 적용되는 소매가격과 같습니다. 시장 수급에 따라 실시간으로 변하는 은행간환율과 달리, 대고객환율은 하루 동안은 변하지 않는 표준 가격으로 운영되는 것이 특징입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대규모기업집단,[],공시/기업행위,"대규모기업집단은 국민경제에 미치는 영향이 크다고 판단되어 정부가 지정한 대기업 그룹을 뜻합니다. 최대출자자와 특수관계인의 지분율 합계가 30% 이상이거나 경영에 실질적인 영향력을 행사하는 회사가 지정 대상입니다. 경제력 집중을 억제하기 위해 공정거래법 등 여러 법령에 따른 규제를 받게 되며, 공정거래위원회가 매년 자산 규모 등을 고려하여 발표합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대량매매(block trading),[],거래/주문/결제,"대량매매는 시장 가격에 큰 영향을 주지 않으면서 대규모 주식을 거래할 수 있도록 하는 제도입니다. 일반적인 매매 방식으로는 대량 주문을 적절한 시간 내에 적정 가격으로 처리하기 어려울 때 주로 활용됩니다. 거래소가 매매 의사를 공개해 상대방을 찾는 희망대량매매와, 동일한 수량의 매도·매수자가 시가나 종가로 거래를 신청하는 신고대량매매 등의 방식이 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대부신탁,[],ETF/펀드,"대부신탁은 신탁회사가 일정한 약관에 따라 수익증권을 발행하여 일반 대중으로부터 자금을 모으고, 이를 주요 산업체에 장기 대출로 운용하는 방식의 금전신탁입니다. 위탁자와 개별적으로 계약하는 일반 신탁과 달리, 일정 기간 모인 자금을 한 단위로 묶어 공동으로 운용하는 것이 특징입니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대세(general trend),[],가격/차트,대세는 주식 시장에서 6개월에서 1년 이상 이어지는 장기적인 주가의 흐름이나 파동을 의미합니다. 주로 차트 분석이나 시장 전망 리포트에서 장기적인 시장의 방향성을 설명할 때 사용합니다. 이러한 대세에 근거하여 시장의 향후 흐름을 예측하는 관점을 '대세관'이라고 부르기도 합니다.,미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대손상각(bad debts expense),[],재무/회계,"대손상각은 기업이 외상매출금이나 받을어음 같은 채권을 돌려받지 못하게 되었을 때 발생하는 손실을 뜻합니다. 거래처의 파산이나 재해 등으로 인해 돈을 받을 수 없는 상태를 '대손'이라 하며, 재무제표에 기록된 채권 금액이 실제 회수 가능한 수준인지 검토하여 비용으로 처리하는 것을 말합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대손충당금(allowance for bad debts),[],재무/회계,"대손충당금은 기업이 외상매출금 등 돌려받아야 할 돈(수취채권) 중에서 앞으로 회수하지 못할 것으로 예상되는 금액을 미리 추정해 쌓아둔 것입니다. 재무제표에서 수취채권의 가치를 직접 차감하는 형식으로 기재됩니다. 특정 채권이 실제로 회수 불가능해졌을 때뿐만 아니라, 매 기말마다 전체 채권의 회수 가능성을 검토하여 추정치를 설정하는 방식으로 관리됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대외균형(external equilibrium),[],거시경제,"대외균형은 한 나라의 대외 경제 거래가 균형을 이룬 상태를 말합니다. 구체적으로는 국제수지가 적자나 흑자로 치우치지 않고 균형을 유지하는 것을 의미합니다. 거시경제 뉴스나 리포트에서 국가 경제의 안정성을 설명할 때 주로 쓰이며, 물가 안정과 완전고용을 뜻하는 대내균형과 함께 경제 정책의 핵심 목표로 다뤄집니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대외준비자산(external reserves),[],거시경제,"대외준비자산은 한 나라가 대외 결제에 사용할 수 있도록 보유한 자산의 합계를 말합니다. 금, SDR, IMF 포지션, 그리고 달러나 파운드처럼 교환 가능한 외환이 여기에 포함됩니다. 거시경제 뉴스나 리포트에서 국가의 대외 지급 능력을 가늠하는 지표로 주로 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대외증권투자(investment to foreign securities),[],거시경제,"대외증권투자는 외국의 주식, 채권, 수익증권 등 유가증권에 투자하는 것을 말합니다. 경영권 참여를 목적으로 하는 대외직접투자와 달리, 경영권과는 무관하게 투자 수익을 목적으로 외국 증권을 취득하는 행위를 뜻합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대용 가격,[],거래/주문/결제,"대용 가격은 주식 거래 시 현금 대신 증거금으로 사용할 수 있는 유가증권의 가치를 의미합니다. 투자자가 보유한 주식을 담보로 활용할 때 기준이 되는 가격으로, 현재 우리나라에서는 한국거래소가 매주 결정하여 발표하고 있습니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대용가,[],거래/주문/결제,"대용가는 채권을 담보로 제공할 때 그 가치를 평가하기 위해 증권거래소가 산정한 가격입니다. 보통 시세의 70%~80% 수준에서 책정되며, 담보로서 인정받는 금액의 기준이 됩니다. 거래나 주문 시 담보 가치를 확인하는 용도로 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대용가격(substitute price of securities),[],거래/주문/결제,"대용가격은 주식이나 채권 등을 현금 대신 증거금으로 사용할 때 인정받는 가치를 말합니다. 거래소가 정한 기준시세에 일정 비율(사정비율)을 곱하여 계산하며, 상장주식은 보통 70%, 채권은 종류에 따라 80~90% 수준으로 산정됩니다. 시장 상황이나 담보 가치 변동에 따라 가격이 조정될 수 있으며, 특히 권리락이나 배당락, 액면분할 등이 발생하면 수시로 재산정됩니다. 주식 주문 시 현금이 부족할 때 보유한 증권을 얼마나 담보로 활용할 수 있는지 판단하는 기준이 됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대용금액,[],거래/주문/결제,"대용금액은 투자자가 보유한 주식 등의 유가증권을 현금처럼 사용할 수 있도록 가치를 평가한 금액입니다. 보유 수량에 대용비율을 곱하여 계산하며, 주로 주식 거래 시 증거금으로 활용하거나 신용거래 시 보증금으로 사용합니다. 보유한 자산의 활용도를 높이는 지표로 거래 화면 등에서 확인할 수 있습니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
대용베타(proxy beta),[],투자지표/밸류에이션,"대용베타는 특정 기업의 베타(체계적 위험)를 직접 구하기 어려울 때, 업종과 규모가 비슷한 다른 상장기업의 베타를 대신 사용하는 지표입니다. 주로 기업 가치 평가나 투자 분석 리포트에서 해당 기업의 위험도를 측정할 때 활용됩니다. 대용베타를 사용할 때는 대용회사의 재무 구조가 분석 대상 기업과 다를 수 있으므로, 레버리지(부채 비율) 수준을 맞추는 조정 과정을 거쳐야 합니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대용비율,[],거래/주문/결제,"대용비율은 보유한 유가증권을 담보로 증권사에서 돈을 빌릴 때, 해당 증권의 가치를 어느 정도 인정해 줄지 정하는 기준입니다. 증권별로 부여되는 가치가 다르므로, 담보로 활용할 수 있는 금액을 계산할 때 중요한 지표가 됩니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
대용증권,"[""대용 증권""]",거래/주문/결제,대용증권은 주식 거래 시 필요한 위탁증거금이나 보증금을 낼 때 현금 대신 사용할 수 있는 유가증권을 말합니다. 거래소가 정한 일정 비율 안에서 현금 대신 담보로 활용할 수 있습니다. 주식을 담보로 대출을 받을 때 해당 주식의 가치를 인정받아 활용하는 경우에도 이 용어를 사용합니다.,KB증권 금융용어사전,https://www.kbsec.com/go.able?linkcd=m04110000
대용증권(substitute securities),[],거래/주문/결제,"대용증권은 주식 주문 시 필요한 위탁증거금이나 신용거래보증금을 현금 대신 납부할 수 있는 유가증권입니다. 보유한 주식이나 채권 등을 현금과 같은 가치로 인정받아 거래에 활용할 수 있습니다. 거래량이 일정 기준을 충족하는 상장주식이나 채권 등이 지정되지만, 관리종목이나 매매거래가 정지된 종목 등은 대용증권에서 제외됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
대용증권(신용/대출),[],거래/주문/결제,"대용증권은 주식 거래 시 필요한 위탁증거금이나 신용거래 보증금을 낼 때 현금 대신 사용할 수 있는 유가증권입니다. 거래소가 정한 일정 비율 안에서 현금의 역할을 대신하며, 주식을 담보로 대출을 받을 때 해당 주식을 활용한다는 의미로도 쓰입니다.",iM증권 금융용어사전,https://www.imfnsec.com/research/financial_guide/fg000000.jsp
대위증권(securities in subrogation),[],ETF/펀드,"대위증권은 다른 회사가 발행한 증권을 취득하는 데 필요한 자금을 조달하기 위해 발행되는 증권입니다. 투자신탁회사의 수익증권이 대표적인 예로, 투자자로부터 모은 자금으로 다른 주식이나 채권을 매입하는 구조에서 발생합니다. 주로 펀드나 ETF와 같은 간접 투자 상품의 운용 방식을 설명할 때 사용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
"대주(stock loan, lending stock)",[],거래/주문/결제,"대주는 증권회사나 증권금융회사로부터 주식을 빌리는 것을 뜻합니다. 증권회사가 고객에게 직접 빌려주는 자기대주와 증권금융회사가 증권회사에 빌려주는 유통대주로 구분됩니다. 주식을 빌려 먼저 매도한 뒤 나중에 주식을 사서 갚는 방식으로, 주가 하락 시 차익을 얻으려는 신용거래의 일종으로 활용됩니다.",미래에셋증권 증권용어사전,https://securities.miraeasset.com/hki/hki3028/r01.do
